,STABBR,PREDDEG,CONTROL,ADM_RATE_ALL,SAT_AVG_ALL,UGDS,NPT4_PUB,NPT4_PRIV,C150_4,PCTFLOAN,PCTPELL,labels
1198,IN,3,2,0.6002,1010.0,969.0,8792.0,20438.0,0.571,0.7797,0.4017,1
1199,IN,3,2,0.5506,1123.0,778.0,8792.0,19001.0,0.703,0.6314,0.2958,1
1200,IN,3,2,0.7884,1050.0,1286.0,8792.0,15799.0,0.6053,0.5817,0.3444,1
1201,IN,1,3,0.7167,1048.0,70.0,8792.0,10996.0,0.46545000000000003,0.687,0.6522,2
1202,IN,1,3,0.7167,1048.0,108.0,8792.0,16449.0,0.46545000000000003,0.9804,0.9314,2
1203,IN,3,2,0.6673,1130.0,1159.0,8792.0,21002.0,0.7186,0.6866,0.3482,1
1204,IN,1,3,0.7167,1048.0,86.0,8792.0,10385.0,0.46545000000000003,0.5917,0.3917,4
1205,IN,3,2,0.7231,1014.0,490.0,8792.0,17637.0,0.4886,0.6044,0.3333,1
1206,IN,1,3,0.7167,1048.0,116.0,8792.0,12102.0,0.46545000000000003,0.4936,0.4298,4
1207,IN,3,2,0.9732,1054.0,1030.0,8792.0,19192.0,0.623,0.7142,0.346,1
1208,IN,2,1,0.7167,1048.0,87017.0,8911.0,18259.0,0.46545000000000003,0.3959,0.5487,0
1209,IN,3,1,0.8309,996.0,9795.0,14337.0,18259.0,0.2594,0.4984,0.3675,0
1210,IN,3,1,0.6958,1013.0,21569.0,14666.0,18259.0,0.4161,0.5366,0.3659,0
1211,IN,2,3,1.0,1048.0,3726.0,8792.0,19196.0,0.3259,0.8883,0.7972,2
1212,IN,3,2,0.8443,1018.0,4108.0,8792.0,22293.0,0.571,0.6715,0.3729,1
1213,IN,3,2,0.7225,934.0,5670.0,8792.0,21940.0,0.3201,0.8535,0.6241,1
1214,IN,3,1,0.6934,1004.0,8764.0,14098.0,18259.0,0.3954,0.542,0.3231,0
1215,IN,3,1,0.8306,910.0,10173.0,11864.0,18259.0,0.4159,0.6121,0.4344,0
1216,IN,3,1,0.7355,950.0,2708.0,10921.0,18259.0,0.2756,0.3954,0.3195,0
1217,IN,3,1,0.7003,962.0,5538.0,12068.0,18259.0,0.258,0.4083,0.3369,0
1218,IN,3,1,0.7217,1198.0,31984.0,14174.0,18259.0,0.7705,0.3936,0.1937,0
1219,IN,3,1,0.7625,918.0,4764.0,13211.0,18259.0,0.259,0.4578,0.3472,0
1220,IN,3,1,0.7945,950.0,5699.0,11550.0,18259.0,0.3014,0.4133,0.3439,0
1221,IN,3,1,0.5381,943.0,3132.0,9011.0,18259.0,0.2348,0.4334,0.3606,0
1222,IN,2,3,0.8297,1048.0,406.0,8792.0,17673.0,0.7252,0.9654,0.6475,2
1223,IN,2,3,0.8297,1048.0,399.0,8792.0,16346.0,0.46545000000000003,0.9499,0.6391,2
1224,TN,2,3,0.8388,1048.0,525.0,8792.0,22291.0,0.2373,0.7687,0.6867,2
1225,IN,2,3,0.8388,1048.0,283.0,8792.0,22119.0,0.321,0.8424,0.6822,2
1226,IN,2,3,0.8388,1048.0,4296.0,8792.0,23589.0,0.1972,0.803,0.6975,2
1227,IN,1,1,0.8889,1048.0,40.0,18355.0,18259.0,0.46545000000000003,0.975,0.875,0
1228,IN,1,3,0.7167,1048.0,39.0,8792.0,2435.0,0.46545000000000003,0.0,0.4364,4
1229,IN,1,3,0.7167,1048.0,82.0,8792.0,8051.0,0.46545000000000003,0.1538,0.3504,4
1230,IN,2,3,0.7167,1048.0,619.0,8792.0,18575.0,0.4475,0.7637,0.8168,2
1231,IN,2,3,0.7167,1048.0,290.0,8792.0,19178.0,0.3077,0.7609,0.7995,2
1232,IN,1,3,0.7167,1048.0,194.0,8792.0,13243.0,0.46545000000000003,0.6985,0.7134,2
1233,IN,1,3,0.7167,1048.0,1240.0,8792.0,17174.0,0.46545000000000003,0.7579,0.6194,2
1234,IN,3,2,0.7116,1017.0,1188.0,8792.0,20151.0,0.4873,0.9173,0.358,1
1235,IN,3,2,0.5795,1024.0,2054.0,8792.0,19459.0,0.524,0.7265,0.3106,1
1236,IN,3,2,0.9515,1083.0,10625.0,8792.0,25340.0,0.655,0.6958,0.3903,1
1237,IN,3,2,0.7167,1048.0,452.0,8792.0,17631.0,0.1176,0.8718,0.7786,1
1238,IN,1,3,0.7167,1048.0,96.0,8792.0,10874.0,0.46545000000000003,0.4839,0.2839,4
1240,IN,1,3,0.7167,1048.0,62.0,8792.0,8878.0,0.46545000000000003,0.0,0.6018,4
1241,IN,2,3,0.7167,1048.0,423.0,8792.0,19230.0,0.3876,0.7163,0.7929,2
1242,IN,2,2,0.7167,1048.0,63.0,8792.0,7585.0,0.8,1.0,0.7903,1
1243,MI,1,3,0.7167,1048.0,87.0,8792.0,1529.0,0.46545000000000003,0.0,0.6389,4
1244,IN,3,2,0.223,1450.0,8466.0,8792.0,27845.0,0.9486,0.4142,0.1178,1
1245,IN,3,2,0.7285,988.0,587.0,8792.0,15629.0,0.6299,0.1337,0.1264,1
1246,IN,1,3,0.7167,1048.0,37.0,8792.0,12450.0,0.46545000000000003,0.5634,0.4789,4
1247,IN,3,1,0.6063,975.0,7466.0,12007.0,18259.0,0.3131,0.4291,0.3262,0
1248,IN,3,1,0.7218,954.0,3514.0,9850.0,18259.0,0.2638,0.3509,0.278,0
1249,IN,1,3,0.7167,1048.0,187.0,8792.0,16254.0,0.46545000000000003,0.4985,0.5916,4
1250,IN,1,3,0.7167,1048.0,51.0,8792.0,8401.0,0.46545000000000003,0.2095,0.7524,4
1251,IN,3,2,0.5622,1310.0,2165.0,8792.0,33087.0,0.7284,0.5776,0.1839,1
1252,IN,1,3,0.7167,1048.0,39.0,8792.0,11024.0,0.46545000000000003,0.7,0.65,2
1253,IN,3,2,0.5362,981.0,1878.0,8792.0,16809.0,0.5356,0.7907,0.4216,1
1254,IN,3,2,0.6419,998.0,1096.0,8792.0,25255.0,0.4367,0.5718,0.2956,1
1255,IN,3,2,0.9754,895.0,630.0,8792.0,16466.0,0.6049,0.7361,0.5069,1
1256,IN,3,2,0.8568,1141.0,1470.0,8792.0,24319.0,0.7119,0.6167,0.2029,1
1257,IN,1,3,0.7167,1048.0,366.0,8792.0,21611.0,0.46545000000000003,0.5299,0.5284,4
1259,IN,1,2,0.4762,940.0,269.0,8792.0,26617.0,0.46545000000000003,0.8577,0.4743,1
1260,IN,3,2,0.876,1214.0,1873.0,8792.0,19696.0,0.7415,0.4475,0.1849,1
1261,IN,3,2,0.711,1095.0,1431.0,8792.0,21183.0,0.512,0.6083,0.2378,1
1262,IN,3,2,0.7969,1158.0,3209.0,8792.0,19952.0,0.7013,0.601,0.2537,1
1263,IN,1,3,0.7167,1048.0,89.0,8792.0,8640.0,0.46545000000000003,0.2074,0.2815,4
1264,IN,2,1,0.7167,1048.0,8313.0,10694.0,18259.0,0.248,0.2574,0.2224,3
1265,IN,3,2,0.7167,1048.0,896.0,8792.0,22723.0,0.6908,0.6667,0.2395,1
1266,IA,3,2,0.5,1048.0,398.0,8792.0,24065.0,0.6667,0.9169,0.3896,1
1267,IA,3,2,0.6887,1048.0,1007.0,8792.0,11581.0,0.6054,0.7359,0.3635,1
1268,IA,3,2,0.7167,1048.0,999.0,8792.0,19000.0,0.4545,0.8262,0.4524,1
1269,IA,3,2,0.6955,1050.0,2125.0,8792.0,18964.0,0.5265,0.8421,0.4897,1
1270,IA,1,3,0.7167,1048.0,122.0,8792.0,14983.0,0.46545000000000003,0.466,0.5916,4
1271,IA,1,3,0.7167,1048.0,192.0,8792.0,13917.0,0.46545000000000003,0.5172,0.4765,4
1272,IA,1,3,0.7167,1048.0,11.0,8792.0,9883.0,0.46545000000000003,0.6667,0.8889,2
1273,IA,3,2,0.658,1089.0,1303.0,8792.0,21540.0,0.6493,0.7483,0.2678,1
1274,IA,3,2,0.7752,1048.0,995.0,8792.0,22398.0,0.6952,0.7859,0.395,1
1275,IA,3,2,0.6171,1166.0,1355.0,8792.0,20822.0,0.6667,0.7199,0.283,1
1276,IA,3,2,0.6411,1182.0,1122.0,8792.0,18783.0,0.6772,0.7331,0.3449,1
1277,IA,1,3,0.7167,1048.0,34.0,8792.0,10304.0,0.46545000000000003,0.6863,0.5686,2
1278,IA,2,1,0.7167,1048.0,14928.0,11064.0,18259.0,0.46545000000000003,0.4182,0.3752,0
1279,IA,3,2,1.0,1048.0,89.0,8792.0,1539.0,0.4444,0.3396,0.3396,1
1280,IA,3,2,0.7542,1119.0,1338.0,8792.0,22615.0,0.623,0.651,0.3106,1
1281,IA,3,2,0.6595,1240.0,3310.0,8792.0,26045.0,0.727,0.5311,0.1715,1
1282,IA,3,2,0.7742,926.0,1687.0,8792.0,19474.0,0.468,0.8222,0.5495,1
1283,IA,2,1,0.7167,1048.0,827.0,11446.0,18259.0,0.46545000000000003,0.5164,0.44,0
1284,IA,1,2,0.7167,1048.0,187.0,8792.0,16100.0,0.7759,0.5147,0.5637,1
1285,IA,2,1,0.7167,1048.0,5709.0,9368.0,18259.0,0.46545000000000003,0.4043,0.4716,0
1286,IA,3,2,0.6693,1028.0,220.0,8792.0,16040.0,0.5934,0.5709,0.5364,1
1287,IA,1,3,0.7167,1048.0,21.0,8792.0,6956.0,0.46545000000000003,0.9333,0.8444,2
1288,IA,3,2,0.5018,969.0,1434.0,8792.0,15767.0,0.4704,0.6903,0.3973,1
1289,IA,3,2,0.9542,979.0,2079.0,8792.0,18229.0,0.4795,0.7132,0.4574,1
1290,IA,3,2,0.3506,1357.0,1661.0,8792.0,19368.0,0.8568,0.4158,0.2097,1
1291,IA,2,3,0.7167,1048.0,205.0,8792.0,17392.0,0.5273,0.7469,0.8465,2
1292,IA,2,3,0.7167,1048.0,483.0,8792.0,18026.0,0.3544,0.6439,0.7842,2
1293,IA,1,3,0.7167,1048.0,177.0,8792.0,13742.0,0.7413,0.9725,0.8211,2
1294,IA,2,1,0.7167,1048.0,4276.0,11530.0,18259.0,0.46545000000000003,0.5225,0.3745,0
1295,IA,1,3,0.7167,1048.0,32.0,8792.0,9435.0,0.46545000000000003,0.7907,0.7209,2
1296,IA,2,1,0.7167,1048.0,3070.0,10715.0,18259.0,0.46545000000000003,0.6227,0.5722,0
1297,IA,2,1,0.7167,1048.0,3494.0,7465.0,18259.0,0.46545000000000003,0.3826,0.3271,0
1298,IA,2,1,0.7167,1048.0,1715.0,10195.0,18259.0,0.46545000000000003,0.4178,0.3377,0
1299,IA,1,2,0.3846,1048.0,17.0,8792.0,9231.0,0.46545000000000003,0.45,0.05,1
1300,IA,1,3,0.7167,1048.0,21.0,8792.0,10166.0,0.46545000000000003,0.56,0.62,4
1301,IA,1,3,0.7167,1048.0,150.0,8792.0,10760.0,0.46545000000000003,0.477,0.5481,4
1302,IA,3,1,0.8252,1145.0,27112.0,14336.0,18259.0,0.681,0.5519,0.2263,0
1303,IA,3,2,0.6012,1005.0,578.0,8792.0,18242.0,0.2992,0.8341,0.5038,1
1304,IA,2,1,0.7167,1048.0,5097.0,10382.0,18259.0,0.46545000000000003,0.5652,0.3974,0
1305,IA,3,1,0.8023,1208.0,21314.0,14379.0,18259.0,0.6962,0.4722,0.1906,0
1306,IA,2,1,0.7167,1048.0,10645.0,11081.0,18259.0,0.46545000000000003,0.4411,0.3519,0
1307,IA,1,3,0.7167,1048.0,92.0,8792.0,14512.0,0.46545000000000003,0.8039,0.5817,2
1308,IA,1,3,0.7167,1048.0,100.0,8792.0,15060.0,0.46545000000000003,0.7979,0.617,2
1309,IA,1,3,0.7167,1048.0,103.0,8792.0,11157.0,0.46545000000000003,0.9098,0.7744,2
1310,IA,1,3,0.7167,1048.0,84.0,8792.0,14782.0,0.46545000000000003,0.7612,0.6866,2
1311,IA,3,2,0.6903,1088.0,1521.0,8792.0,19175.0,0.609,0.7572,0.2441,1
1312,IA,3,2,0.7212,1175.0,2388.0,8792.0,24238.0,0.7602,0.6874,0.1929,1
1313,IA,3,2,0.4189,1048.0,316.0,8792.0,16555.0,0.3243,0.7472,0.6573,1
1314,IA,2,1,0.7167,1048.0,1266.0,9874.0,18259.0,0.46545000000000003,0.388,0.3935,0
1315,IA,2,2,0.785,1048.0,826.0,8792.0,18527.0,0.3662,0.7459,0.3901,1
1316,IA,3,2,0.5337,1050.0,1267.0,8792.0,18682.0,0.5799,0.7934,0.3527,1
1317,IA,3,2,0.6845,1010.0,1454.0,8792.0,20540.0,0.7286,0.774,0.3397,1
1318,IA,3,3,0.7167,1048.0,50403.0,8792.0,20983.0,0.207,0.7366,0.5929,2
1319,IA,2,1,0.7167,1048.0,2139.0,7894.0,18259.0,0.46545000000000003,0.5892,0.4084,0
1320,IA,3,1,0.8331,1030.0,10170.0,15207.0,18259.0,0.6649,0.6131,0.2704,0
1321,IA,3,2,0.7609,1095.0,1147.0,8792.0,19499.0,0.6327,0.7062,0.3222,1
1322,IA,2,1,0.7167,1048.0,3025.0,10951.0,18259.0,0.46545000000000003,0.3876,0.3483,0
1323,IA,2,1,0.7167,1048.0,826.0,11508.0,18259.0,0.46545000000000003,0.3058,0.2617,3
1324,IA,4,2,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
1325,IA,1,3,0.7167,1048.0,63.0,8792.0,10266.0,0.46545000000000003,0.66,0.48,4
1326,IA,3,2,0.6,1048.0,39.0,8792.0,21199.0,0.6667,0.8542,0.5625,1
1327,IA,1,3,0.7167,1048.0,141.0,8792.0,13061.0,0.46545000000000003,0.4337,0.3316,4
1328,IA,3,2,0.9617,1050.0,2716.0,8792.0,22920.0,0.613,0.7051,0.2581,1
1329,IA,2,2,0.375,1030.0,184.0,8792.0,21626.0,0.46545000000000003,0.6749,0.3695,1
1330,IA,1,3,0.7167,1048.0,47.0,8792.0,15814.0,0.46545000000000003,0.7808,0.5342,2
1331,IA,1,3,0.7167,1048.0,64.0,8792.0,14431.0,0.46545000000000003,0.7685,0.5093,2
1332,IA,3,2,0.8802,1105.0,1687.0,8792.0,20163.0,0.6494,0.7337,0.2972,1
1333,IA,2,1,0.7167,1048.0,2698.0,7822.0,18259.0,0.46545000000000003,0.421,0.5701,0
1334,IA,2,1,0.7167,1048.0,942.0,7292.0,18259.0,0.46545000000000003,0.4466,0.419,0
1335,IA,1,3,0.7167,1048.0,190.0,8792.0,12488.0,0.46545000000000003,0.5814,0.6202,4
1336,IA,1,3,0.7167,1048.0,54.0,8792.0,8313.0,0.46545000000000003,0.5889,0.4222,4
1337,IA,1,3,0.7167,1048.0,68.0,8792.0,8114.0,0.46545000000000003,0.6628,0.7674,2
1338,IA,3,2,0.5818,1010.0,4513.0,8792.0,17602.0,0.3963,0.7042,0.4312,1
1339,IA,3,3,0.5067,980.0,1090.0,8792.0,19306.0,0.4255,0.7025,0.4982,2
1340,IA,3,2,0.7765,1077.0,1669.0,8792.0,22124.0,0.6262,0.6875,0.2519,1
1342,IA,1,3,0.7167,1048.0,46.0,8792.0,9195.0,0.46545000000000003,0.5233,0.686,4
1343,IA,1,1,0.7167,1048.0,3557.0,6655.0,18259.0,0.46545000000000003,0.4925,0.3788,0
1344,IA,3,2,0.5766,926.0,1558.0,8792.0,18068.0,0.3978,0.8033,0.4977,1
1345,KS,1,1,0.7167,1048.0,2852.0,5758.0,18259.0,0.46545000000000003,0.3266,0.4309,3
1346,KS,3,2,0.869,1086.0,1759.0,8792.0,18100.0,0.52,0.7634,0.3967,1
1347,KS,2,1,0.7167,1048.0,2585.0,8279.0,18259.0,0.46545000000000003,0.1182,0.1611,3
1348,KS,3,2,0.6057,1145.0,1750.0,8792.0,21353.0,0.5922,0.5618,0.21,1
1349,KS,3,2,0.5882,956.0,604.0,8792.0,18807.0,0.3906,0.7313,0.3909,1
1350,KS,3,2,0.644,1028.0,482.0,8792.0,18539.0,0.5278,0.742,0.3859,1
1351,KS,2,3,0.7167,1048.0,486.0,8792.0,19492.0,0.322,0.7077,0.6613,2
1352,KS,2,3,0.7167,1048.0,506.0,8792.0,19143.0,0.3125,0.7086,0.7104,2
1353,KS,2,3,0.7167,1048.0,88.0,8792.0,19560.0,0.46545000000000003,0.7846,0.8923,2
1354,KS,2,1,0.7167,1048.0,6861.0,8550.0,18259.0,0.46545000000000003,0.3279,0.3749,3
1355,KS,4,2,0.7167,1048.0,82.0,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
1356,KS,3,2,0.5045,970.0,765.0,8792.0,19630.0,0.5,0.7411,0.6166,1
1357,KS,1,1,0.7167,1048.0,1296.0,5367.0,18259.0,0.46545000000000003,0.1914,0.3088,3
1358,KS,2,1,0.7167,1048.0,1273.0,2751.0,18259.0,0.46545000000000003,0.2282,0.3622,3
1359,KS,2,1,0.7167,1048.0,815.0,6050.0,18259.0,0.46545000000000003,0.2975,0.2781,3
1360,KS,2,1,0.7167,1048.0,3395.0,9497.0,18259.0,0.46545000000000003,0.5632,0.6267,0
1361,KS,1,3,0.7167,1048.0,111.0,8792.0,14065.0,0.46545000000000003,0.5708,0.7123,2
1362,KS,2,1,0.7167,1048.0,1161.0,7181.0,18259.0,0.46545000000000003,0.1298,0.3514,3
1363,KS,2,2,0.7167,1048.0,419.0,8792.0,7157.0,0.3077,0.2925,0.6327,3
1364,KS,3,1,0.6069,1030.0,3724.0,13332.0,18259.0,0.4054,0.652,0.3909,0
1365,KS,1,1,0.7167,1048.0,600.0,15984.0,18259.0,0.46545000000000003,0.6511,0.6059,0
1366,KS,3,1,0.8917,990.0,11064.0,11268.0,18259.0,0.4471,0.393,0.2772,0
1367,KS,3,2,0.5285,954.0,233.0,8792.0,20860.0,0.5946,0.764,0.604,1
1368,KS,3,2,0.5862,977.0,1568.0,8792.0,18479.0,0.3165,0.7371,0.4511,1
1369,KS,1,1,0.7167,1048.0,1409.0,5161.0,18259.0,0.46545000000000003,0.4036,0.4482,3
1370,KS,2,1,0.7167,1048.0,1448.0,4832.0,18259.0,0.46545000000000003,0.1773,0.3336,3
1371,KS,3,1,0.7167,1048.0,741.0,3921.0,18259.0,0.067,0.0,0.6986,3
1372,KS,1,3,0.7167,1048.0,77.0,8792.0,12943.0,0.46545000000000003,0.7857,0.5357,2
1373,KS,2,2,0.7167,1048.0,440.0,8792.0,17240.0,0.46545000000000003,0.7991,0.4018,1
1374,KS,1,1,0.7167,1048.0,1777.0,5007.0,18259.0,0.46545000000000003,0.269,0.2758,3
1375,KS,2,1,0.7167,1048.0,4064.0,7441.0,18259.0,0.46545000000000003,0.2539,0.3344,3
1376,KS,1,1,0.7167,1048.0,678.0,3751.0,18259.0,0.46545000000000003,0.1201,0.3499,3
1377,KS,2,1,0.7167,1048.0,12361.0,7592.0,18259.0,0.46545000000000003,0.1962,0.2044,3
1378,MO,1,3,1.0,1048.0,783.0,8792.0,18868.0,0.6103,0.451,0.386,4
1379,KS,2,1,0.7167,1048.0,5327.0,16011.0,18259.0,0.46545000000000003,0.2654,0.4538,0
1380,KS,3,1,0.9228,1145.0,18731.0,17690.0,18259.0,0.6162,0.4532,0.2216,0
1381,KS,3,2,0.4472,1079.0,1276.0,8792.0,17331.0,0.5188,0.3578,0.2253,1
1382,KS,1,3,0.7167,1048.0,40.0,8792.0,14133.0,0.46545000000000003,0.6462,0.6154,2
1383,KS,3,1,0.9591,1048.0,19647.0,15852.0,18259.0,0.5944,0.5084,0.2526,0
1384,KS,3,2,0.537,1014.0,664.0,8792.0,20847.0,0.4273,0.7722,0.3826,1
1385,KS,1,1,0.7923,1048.0,1161.0,12285.0,18259.0,0.46545000000000003,0.2867,0.2958,3
1386,KS,1,3,0.7167,1048.0,37.0,8792.0,8551.0,0.46545000000000003,0.1979,0.3229,4
1387,KS,2,1,0.7167,1048.0,1374.0,5454.0,18259.0,0.46545000000000003,0.1409,0.2938,3
1388,KS,2,1,0.7167,1048.0,750.0,13905.0,18259.0,0.46545000000000003,0.5152,0.4278,0
1389,KS,3,2,0.5988,1020.0,301.0,8792.0,15525.0,0.3514,0.7619,0.3641,1
1390,KS,3,2,0.866,1014.0,632.0,8792.0,20191.0,0.4925,0.8105,0.4314,1
1391,KS,3,2,0.7223,950.0,1390.0,8792.0,18980.0,0.553,0.6936,0.3793,1
1392,KS,1,1,0.7167,1048.0,1434.0,7797.0,18259.0,0.46545000000000003,0.2306,0.3059,3
1393,KS,1,1,0.7167,1048.0,504.0,11003.0,18259.0,0.46545000000000003,0.5828,0.4896,0
1394,KS,1,1,0.7167,1048.0,391.0,9420.0,18259.0,0.46545000000000003,0.4902,0.3725,0
1395,KS,3,2,0.9888,1020.0,533.0,8792.0,17748.0,0.3354,0.7881,0.5744,1
1396,KS,3,2,0.9888,1020.0,246.0,8792.0,18259.0,0.46545000000000003,0.6787,0.3575,1
1397,KS,3,1,0.7898,1010.0,6005.0,12040.0,18259.0,0.5015,0.6036,0.4032,0
1398,KS,1,1,0.7167,1048.0,928.0,5071.0,18259.0,0.46545000000000003,0.3091,0.3058,3
1399,KS,3,2,0.4707,988.0,782.0,8792.0,15886.0,0.5303,0.644,0.3232,1
1400,KS,1,1,0.7167,1048.0,294.0,6880.0,18259.0,0.46545000000000003,0.338,0.3519,3
1401,KS,2,1,0.7167,1048.0,1618.0,4873.0,18259.0,0.46545000000000003,0.1728,0.2245,3
1402,KS,1,3,0.7167,1048.0,48.0,8792.0,10296.0,0.46545000000000003,0.9529,0.7529,2
1403,KS,3,2,0.8968,1036.0,1332.0,8792.0,21201.0,0.529,0.5406,0.3604,1
1404,KS,3,2,0.4405,1015.0,640.0,8792.0,16264.0,0.4242,0.7832,0.4304,1
1405,KS,3,2,0.735,1017.0,706.0,8792.0,21885.0,0.55,0.7699,0.3634,1
1406,KS,3,1,0.7923,1048.0,5320.0,11215.0,18259.0,0.3661,0.5375,0.3738,0
1407,KS,1,1,0.7167,1048.0,1690.0,9247.0,18259.0,0.46545000000000003,0.718,0.7998,0
1408,KS,3,1,0.9576,1089.0,11198.0,13342.0,18259.0,0.4637,0.5022,0.3595,0
1409,KS,1,3,0.7167,1048.0,967.0,8792.0,22034.0,0.46545000000000003,0.7712,0.8288,2
1410,KY,3,2,0.4502,990.0,617.0,8792.0,9014.0,0.3164,0.6727,0.5839,1
1411,KY,3,2,0.6573,1110.0,1392.0,8792.0,24126.0,0.6431,0.6764,0.3896,1
1412,KY,4,2,0.7167,1048.0,432.5,8792.0,18259.0,0.46545000000000003,0.5926,0.5165,1
1413,KY,1,1,0.7167,1048.0,2525.0,7087.0,18259.0,0.46545000000000003,0.3656,0.4599,3
1414,KY,1,3,0.7167,1048.0,93.0,8792.0,8740.0,0.46545000000000003,0.2162,0.8018,4
1415,KY,3,2,0.9478,1116.0,2508.0,8792.0,23487.0,0.6649,0.5722,0.2264,1
1416,KY,3,2,0.3401,1113.0,1587.0,8792.0,1776.0,0.6167,0.2262,0.8293,1
1417,KY,1,3,0.7167,1048.0,372.0,8792.0,6938.0,0.46545000000000003,0.5222,0.5124,4
1418,KY,1,1,0.7167,1048.0,3122.0,6327.0,18259.0,0.46545000000000003,0.3391,0.3887,3
1419,KY,3,2,0.45,1010.0,869.0,8792.0,12172.0,0.2979,0.832,0.5006,1
1420,KY,3,2,0.6844,985.0,2213.0,8792.0,13483.0,0.4377,0.4725,0.3799,1
1421,KY,1,1,0.7167,1048.0,10467.0,7188.0,18259.0,0.46545000000000003,0.4303,0.4584,3
1422,KY,3,2,0.6857,1268.0,1372.0,8792.0,23381.0,0.8196,0.4888,0.1555,1
1423,KY,3,2,0.7167,1048.0,136.0,8792.0,6191.0,0.6154,0.0,0.7586,3
1424,KY,1,3,0.7167,1048.0,278.0,8792.0,9874.0,0.46545000000000003,0.6101,0.4354,4
1425,KY,1,3,0.7167,1048.0,29.0,8792.0,1435.0,0.46545000000000003,0.1154,0.8846,4
1426,KY,1,3,0.6162,1048.0,847.0,8792.0,18259.0,0.46545000000000003,0.915,0.6184,2
1427,KY,3,2,0.7127,1019.0,1545.0,8792.0,17011.0,0.4345,0.581,0.4437,1
1428,KY,3,1,0.6002,1009.0,13247.0,10496.0,18259.0,0.3888,0.5983,0.4278,0
1429,KY,1,1,0.7167,1048.0,5742.0,6380.0,18259.0,0.46545000000000003,0.3709,0.4902,3
1431,KY,3,2,0.8219,1085.0,1034.0,8792.0,18638.0,0.5656,0.7258,0.3432,1
1432,KY,1,3,0.7167,1048.0,74.0,8792.0,10865.0,0.46545000000000003,0.6154,0.6442,2
1433,KY,1,1,0.7167,1048.0,2585.0,5922.0,18259.0,0.46545000000000003,0.2698,0.4867,3
1434,KY,1,3,0.7167,1048.0,247.0,8792.0,15025.0,0.46545000000000003,0.592,0.3957,4
1435,KY,1,1,0.7167,1048.0,1375.0,6589.0,18259.0,0.46545000000000003,0.3306,0.4233,3
1436,KY,1,1,0.7167,1048.0,3191.0,7390.0,18259.0,0.46545000000000003,0.3831,0.619,3
1437,KY,2,3,0.7167,1048.0,86.0,8792.0,24840.0,0.3182,0.6533,0.6733,2
1438,KY,1,1,0.7167,1048.0,11632.0,6662.0,18259.0,0.46545000000000003,0.3626,0.4638,3
1439,KY,1,3,0.7167,1048.0,26.0,8792.0,5137.0,0.46545000000000003,0.0,0.3514,4
1440,KY,1,3,0.7167,1048.0,132.0,8792.0,9496.0,0.46545000000000003,0.7099,0.4938,2
1441,KY,2,3,0.7167,1048.0,1275.0,8792.0,19177.0,0.3585,0.7535,0.8645,2
1442,KY,3,2,0.5075,930.0,73.0,8792.0,9746.0,0.7778,0.3929,0.6429,1
1443,KY,3,1,0.3774,860.0,2131.0,12299.0,18259.0,0.1797,0.679,0.5945,0
1444,KY,3,2,0.671,1019.0,652.0,8792.0,15017.0,0.3786,0.9071,0.472,1
1445,KY,3,1,0.6861,1140.0,21050.0,14333.0,18259.0,0.6184,0.4597,0.2481,0
1446,KY,3,2,0.5136,976.0,547.0,8792.0,19616.0,0.3865,0.8049,0.4948,1
1448,KY,3,2,0.7167,1048.0,2127.0,8792.0,15572.0,0.2983,0.8083,0.6382,1
1449,KY,2,3,0.8305,1048.0,368.0,8792.0,29297.0,0.5294,0.8731,0.7133,2
1450,KY,3,1,0.7112,1142.0,15023.0,13834.0,18259.0,0.5343,0.4323,0.2999,0
1452,KY,1,1,0.7167,1048.0,2625.0,5838.0,18259.0,0.46545000000000003,0.2281,0.3263,3
1453,KY,1,1,0.7167,1048.0,2821.0,6712.0,18259.0,0.46545000000000003,0.347,0.4579,3
1454,KY,3,2,0.7031,923.0,2142.0,8792.0,27232.0,0.2538,0.5626,0.5635,1
1455,KY,3,2,0.5381,1032.0,1247.0,8792.0,19290.0,0.5246,0.7476,0.5132,1
1456,KY,3,1,0.8449,1028.0,7344.0,10439.0,18259.0,0.4035,0.511,0.3825,0
1457,KY,3,1,0.8217,1029.0,7956.0,9600.0,18259.0,0.5291,0.4958,0.3523,0
1458,KY,1,1,0.7167,1048.0,3810.0,6915.0,18259.0,0.46545000000000003,0.5009,0.5069,0
1459,KY,3,1,0.467,1024.0,11976.0,8753.0,18259.0,0.3792,0.5491,0.3368,0
1460,KY,1,3,0.7167,1048.0,18.0,8792.0,8381.0,0.46545000000000003,0.0,0.9048,4
1461,KY,2,3,0.7167,1048.0,122.0,8792.0,23343.0,0.375,0.7336,0.6557,2
1462,KY,1,1,0.7167,1048.0,4648.0,5728.0,18259.0,0.46545000000000003,0.2636,0.4043,3
1463,KY,1,3,0.7167,1048.0,73.0,8792.0,6409.0,0.46545000000000003,0.0,0.2083,4
1464,KY,3,2,1.0,909.0,1313.0,8792.0,15084.0,0.309,0.7168,0.4762,1
1465,KY,1,1,0.7167,1048.0,3283.0,5846.0,18259.0,0.46545000000000003,0.2813,0.4454,3
1466,KY,2,3,0.7167,1048.0,1420.0,8792.0,19043.0,0.269,0.7199,0.8364,2
